id,name,shirtNumber,positionId,position,club,link
971570,Endrick,9,4,Forward,Lyon,/endrick/profil/spieler/971570
743386,Malick Fofana,11,4,Forward,Lyon,/malick-fofana/profil/spieler/743386
618494,Tyler Morton,23,3,Midfield,Lyon,/tyler-morton/profil/spieler/618494
500053,Pavel Sulc,10,3,Midfield,Lyon,/pavel-sulc/profil/spieler/500053
291200,Moussa Niakhaté,19,2,Defender,Lyon,/moussa-niakhate/profil/spieler/291200
802515,Noah Nartey,99,3,Midfield,Lyon,/noah-nartey/profil/spieler/802515
955070,Ernest Nuamah,37,4,Forward,Lyon,/ernest-nuamah/profil/spieler/955070
190393,Corentin Tolisso,8,3,Midfield,Lyon,/corentin-tolisso/profil/spieler/190393
952282,Afonso Moreira,17,4,Forward,Lyon,/afonso-moreira/profil/spieler/952282
285845,Ainsley Maitland-Niles,98,2,Defender,Lyon,/ainsley-maitland-niles/profil/spieler/285845
289592,Orel Mangala,5,3,Midfield,Lyon,/orel-mangala/profil/spieler/289592
1187942,Khalis Merah,44,3,Midfield,Lyon,/khalis-merah/profil/spieler/1187942
646402,Abner,16,2,Defender,Lyon,/abner/profil/spieler/646402
670096,Tanner Tessmann,6,3,Midfield,Lyon,/tanner-tessmann/profil/spieler/670096
1200423,Rémi Himbert,45,4,Forward,Lyon,/remi-himbert/profil/spieler/1200423
316884,Dominik Greif,1,1,Goalkeeper,Lyon,/dominik-greif/profil/spieler/316884
652061,Adam Karabec,7,3,Midfield,Lyon,/adam-karabec/profil/spieler/652061
578421,Ruben Kluivert,21,2,Defender,Lyon,/ruben-kluivert/profil/spieler/578421
131225,Nicolás Tagliafico,3,2,Defender,Lyon,/nicolas-tagliafico/profil/spieler/131225
1004486,Mathys de Carvalho,39,3,Midfield,Lyon,/mathys-de-carvalho/profil/spieler/1004486
187718,Clinton Mata,22,2,Defender,Lyon,/clinton-mata/profil/spieler/187718
1275040,Noham Kamara,85,2,Defender,Lyon,/noham-kamara/profil/spieler/1275040
221958,Roman Yaremchuk,77,4,Forward,Lyon,/roman-yaremchuk/profil/spieler/221958
282028,Rémy Descamps,40,1,Goalkeeper,Lyon,/remy-descamps/profil/spieler/282028
275303,Hans Hateboer,33,2,Defender,Lyon,/hans-hateboer/profil/spieler/275303
1119391,Steeve Kango,34,2,Defender,Lyon,/steeve-kango/profil/spieler/1119391
118287,Rachid Ghezzal,18,4,Forward,Lyon,/rachid-ghezzal/profil/spieler/118287
902862,Achraf Laâziri,36,2,Defender,Lyon,/achraf-laaziri/profil/spieler/902862
1071430,Lassine Diarra,50,1,Goalkeeper,Lyon,/lassine-diarra/profil/spieler/1071430
929090,Franculino,7,4,Forward,Midtjylland,/franculino/profil/spieler/929090
881116,Darío Osorio,11,4,Forward,Midtjylland,/dario-osorio/profil/spieler/881116
1099668,Ousmane Diao,4,2,Defender,Midtjylland,/ousmane-diao/profil/spieler/1099668
320411,Philip Billing,8,3,Midfield,Midtjylland,/philip-billing/profil/spieler/320411
372240,Mads Bech Sørensen,22,2,Defender,Midtjylland,/mads-bech-sorensen/profil/spieler/372240
514887,Aral Şimşir,58,4,Forward,Midtjylland,/aral-simsir/profil/spieler/514887
941418,Denil Castillo,21,3,Midfield,Midtjylland,/denil-castillo/profil/spieler/941418
357003,Martin Erlić,6,2,Defender,Midtjylland,/martin-erlic/profil/spieler/357003
183321,Kevin Mbabu,43,2,Defender,Midtjylland,/kevin-mbabu/profil/spieler/183321
937680,Mikel Gogorza,41,4,Forward,Midtjylland,/mikel-gogorza/profil/spieler/937680
652537,Gue-sung Cho,10,4,Forward,Midtjylland,/gue-sung-cho/profil/spieler/652537
623772,Victor Bak,55,2,Defender,Midtjylland,/victor-bak/profil/spieler/623772
264423,Mikael Uhre,17,4,Forward,Midtjylland,/mikael-uhre/profil/spieler/264423
