id,name,shirtNumber,positionId,position,club,link
435587,Jonatan Braut Brunes,18,4,Forward,Raków,/jonatan-braut-brunes/profil/spieler/435587
318257,Stratos Svarnas,4,2,Defender,Raków,/stratos-svarnas/profil/spieler/318257
720120,Kacper Trelowski,1,1,Goalkeeper,Raków,/kacper-trelowski/profil/spieler/720120
555062,Tomasz Pieńko,8,3,Midfield,Raków,/tomasz-pienko/profil/spieler/555062
555074,Oliwier Zych,48,1,Goalkeeper,Raków,/oliwier-zych/profil/spieler/555074
384823,Oskar Repka,6,3,Midfield,Raków,/oskar-repka/profil/spieler/384823
495669,Lamine Diaby-Fadiga,80,3,Midfield,Raków,/lamine-diaby-fadiga/profil/spieler/495669
491039,Marko Bulat,5,3,Midfield,Raków,/marko-bulat/profil/spieler/491039
248932,Vladyslav Kochergin,30,3,Midfield,Raków,/vladyslav-kochergin/profil/spieler/248932
822074,Mitja Ilenic,35,3,Midfield,Raków,/mitja-ilenic/profil/spieler/822074
804134,Bogdan Racovițan,25,2,Defender,Raków,/bogdan-racovitan/profil/spieler/804134
553562,Karol Struski,23,3,Midfield,Raków,/karol-struski/profil/spieler/553562
528414,Michael Ameyaw,19,3,Midfield,Raków,/michael-ameyaw/profil/spieler/528414
343158,Fran Tudor,7,3,Midfield,Raków,/fran-tudor/profil/spieler/343158
940548,Bogdan Mirčetić,44,3,Midfield,Raków,/bogdan-mircetic/profil/spieler/940548
282434,Jean Carlos Silva,20,3,Midfield,Raków,/jean-carlos-silva/profil/spieler/282434
248732,Paweł Dawidowicz,27,2,Defender,Raków,/pawel-dawidowicz/profil/spieler/248732
1046580,Adriano,11,3,Midfield,Raków,/adriano/profil/spieler/1046580
479675,Leonardo Rocha,17,4,Forward,Raków,/leonardo-rocha/profil/spieler/479675
282371,Ivi López,10,3,Midfield,Raków,/ivi-lopez/profil/spieler/282371
442118,Erick Otieno,26,3,Midfield,Raków,/erick-otieno/profil/spieler/442118
554288,Ariel Mosór,2,2,Defender,Raków,/ariel-mosor/profil/spieler/554288
453639,Patryk Makuch,9,3,Midfield,Raków,/patryk-makuch/profil/spieler/453639
1150520,Isak Brusberg,39,4,Forward,Raków,/isak-brusberg/profil/spieler/1150520
280312,Zoran Arsenic,24,2,Defender,Raków,/zoran-arsenic/profil/spieler/280312
1366314,Abraham Ojo,22,3,Midfield,Raków,/abraham-ojo/profil/spieler/1366314
1048759,Jerzy Napieraj,21,2,Defender,Raków,/jerzy-napieraj/profil/spieler/1048759
1284269,Wiktor Żołneczko,29,1,Goalkeeper,Raków,/wiktor-zolneczko/profil/spieler/1284269
1511247,Dominik Czeremski,31,1,Goalkeeper,Raków,/dominik-czeremski/profil/spieler/1511247
334042,Orbelín Pineda,13,3,Midfield,AEK Athens,/orbelin-pineda/profil/spieler/334042
257462,Luka Jović,9,4,Forward,AEK Athens,/luka-jovic/profil/spieler/257462
272636,Harold Moukoudi,2,2,Defender,AEK Athens,/harold-moukoudi/profil/spieler/272636
422377,Aboubakary Koita,11,4,Forward,AEK Athens,/aboubakary-koita/profil/spieler/422377
237669,Dereck Kutesa,7,4,Forward,AEK Athens,/dereck-kutesa/profil/spieler/237669
483916,Lazaros Rota,12,2,Defender,AEK Athens,/lazaros-rota/profil/spieler/483916
328573,Barnabás Varga,25,4,Forward,AEK Athens,/barnabas-varga/profil/spieler/328573
251813,Niclas Eliasson,19,3,Midfield,AEK Athens,/niclas-eliasson/profil/spieler/251813
567497,Filipe Relvas,44,2,Defender,AEK Athens,/filipe-relvas/profil/spieler/567497
295183,Răzvan Marin,18,3,Midfield,AEK Athens,/razvan-marin/profil/spieler/295183
222209,Thomas Strakosha,1,1,Goalkeeper,AEK Athens,/thomas-strakosha/profil/spieler/222209
353634,Robert Ljubicic,23,3,Midfield,AEK Athens,/robert-ljubicic/profil/spieler/353634
222813,Marko Grujić,4,3,Midfield,AEK Athens,/marko-grujic/profil/spieler/222813
363227,James Penrice,29,2,Defender,AEK Athens,/james-penrice/profil/spieler/363227
877118,Martin Georgiev,15,2,Defender,AEK Athens,/martin-georgiev/profil/spieler/877118
215864,Mijat Gacinovic,8,3,Midfield,AEK Athens,/mijat-gacinovic/profil/spieler/215864
149729,João Mário,10,3,Midfield,AEK Athens,/joao-mario/profil/spieler/149729
895905,Dimitrios Kaloskamis,17,3,Midfield,AEK Athens,/dimitrios-kaloskamis/profil/spieler/895905
990731,Hakim Sahabo,80,3,Midfield,AEK Athens,/hakim-sahabo/profil/spieler/990731
572879,Stavro Pilo,3,2,Defender,AEK Athens,/stavro-pilo/profil/spieler/572879
718115,Zini,90,4,Forward,AEK Athens,/zini/profil/spieler/718115
148355,Jens Jönsson,6,3,Midfield,AEK Athens,/jens-jonsson/profil/spieler/148355
128011,Petros Mantalos,20,3,Midfield,AEK Athens,/petros-mantalos/profil/spieler/128011
146799,Alberto Brignoli,91,1,Goalkeeper,AEK Athens,/alberto-brignoli/profil/spieler/146799
112302,Roberto Pereyra,37,3,Midfield,AEK Athens,/roberto-pereyra/profil/spieler/112302
46083,Domagoj Vida,21,2,Defender,AEK Athens,/domagoj-vida/profil/spieler/46083
147462,Alexander Callens,22,2,Defender,AEK Athens,/alexander-callens/profil/spieler/147462
990259,Christos Kosidis,34,2,Defender,AEK Athens,/christos-kosidis/profil/spieler/990259
724031,Angelos Angelopoulos,81,1,Goalkeeper,AEK Athens,/angelos-angelopoulos/profil/spieler/724031
990258,Marios Balamotis,41,1,Goalkeeper,AEK Athens,/marios-balamotis/profil/spieler/990258
655300,Patrik Vydra,26,3,Midfield,Sparta Prague,/patrik-vydra/profil/spieler/655300
903706,Albion Rrahmani,9,4,Forward,Sparta Prague,/albion-rrahmani/profil/spieler/903706
239941,Lukas Haraslin,22,4,Forward,Sparta Prague,/lukas-haraslin/profil/spieler/239941
322989,Kaan Kairinen,6,3,Midfield,Sparta Prague,/kaan-kairinen/profil/spieler/322989
1118150,Emmanuel Uchenna,16,2,Defender,Sparta Prague,/emmanuel-uchenna/profil/spieler/1118150
430310,Andrew Irving,18,3,Midfield,Sparta Prague,/andrew-irving/profil/spieler/430310
929887,Adam Sevinsky,19,2,Defender,Sparta Prague,/adam-sevinsky/profil/spieler/929887
539197,Matej Rynes,11,3,Midfield,Sparta Prague,/matej-rynes/profil/spieler/539197
659804,John Mercado,7,4,Forward,Sparta Prague,/john-mercado/profil/spieler/659804
541628,Oliver Sonne,17,2,Defender,Sparta Prague,/oliver-sonne/profil/spieler/541628
510310,Sivert Mannsverk,20,3,Midfield,Sparta Prague,/sivert-mannsverk/profil/spieler/510310
836196,Matyas Vojta,29,4,Forward,Sparta Prague,/matyas-vojta/profil/spieler/836196
713787,Jhoanner Chávez,14,2,Defender,Sparta Prague,/jhoanner-chavez/profil/spieler/713787
395421,Peter Vindahl,1,1,Goalkeeper,Sparta Prague,/peter-vindahl/profil/spieler/395421
334802,Jan Kuchta,10,4,Forward,Sparta Prague,/jan-kuchta/profil/spieler/334802
